ShipmentMonth,ConsigneeStateRegion,ConsigneeCountry,ShipmentOrigin,Province,CountryOfSale,TransportMethod,IsContainerized,ValueOfGoodsUSD,HSCode,TradeType
2015-01-01,Zhejiang,China,Vietnam,Zhejiang Province,Vietnam,River-Sea Transportation,Yes,20183.0,940190,Ordinary Trade
2015-01-01,Guangdong,China,Germany,Guangdong Province,Singapore,Air Transport,Yes,1091.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,"Korea, Rep.",Shanghai Municipality,"Korea, Rep.",Air Transport,Yes,582.0,940190,Ordinary Trade
2015-01-01,Liaoning,China,Germany,Liaoning Province,Germany,River-Sea Transportation,Yes,9980.0,940190,Ordinary Trade
2015-01-01,Beijing,China,France,Beijing Municipality,France,Air Transport,Yes,1450.0,940190,Ordinary Trade
2015-01-01,Tianjin,China,Serbia,Tianjin Municipality,Germany,River-Sea Transportation,Yes,1261.0,940190,Ordinary Trade
2015-01-01,Beijing,China,Germany,Beijing Municipality,Belgium,River-Sea Transportation,Yes,2267.0,940190,Ordinary Trade
2015-01-01,Yunnan,China,Lao PDR,Yunnan Province,Lao PDR,Motor Vehicle Transportation,Yes,1759.0,940330,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,26951.0,940330,Ordinary Trade
2015-01-01,Guangdong,China,Germany,Guangdong Province,Germany,Air Transport,Yes,1514.0,940169,Ordinary Trade
2015-01-01,Fujian,China,Taiwan,Fujian Province,Taiwan,River-Sea Transportation,Yes,119.0,940169,Others
2015-01-01,Beijing,China,India,Beijing Municipality,India,River-Sea Transportation,Yes,4621.0,940169,Ordinary Trade
2015-01-01,Shandong,China,Italy,Shandong Province,Italy,River-Sea Transportation,Yes,23181.0,940350,Ordinary Trade
2015-01-01,Fujian,China,Italy,Fujian Province,Italy,River-Sea Transportation,Yes,6020.0,940350,Ordinary Trade
2015-01-01,Jiangsu,China,Belgium,Jiangsu Province,Belgium,River-Sea Transportation,Yes,8656.0,940350,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Vietnam,Jiangsu Province,United States,River-Sea Transportation,Yes,2474.0,940350,Ordinary Trade
2015-01-01,Shanghai,China,Poland,Shanghai Municipality,United Kingdom,River-Sea Transportation,Yes,15950.0,940350,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai,China,Latvia,Shanghai Municipality,Lithuania,River-Sea Transportation,Yes,17032.0,940350,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,Belgium,Shanghai Municipality,Belgium,River-Sea Transportation,Yes,5657.0,940350,Ordinary Trade
2015-01-01,Shanghai Shi,China,France,Shanghai Municipality,France,River-Sea Transportation,Yes,10744.0,940350,Ordinary Trade
2015-01-01,Anhui,China,Australia,Anhui Province,Australia,River-Sea Transportation,No,5547553.0,440122,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Bangladesh,Guangdong Province,Bangladesh,River-Sea Transportation,Yes,17693.0,440290,Ordinary Trade
2015-01-01,Guangdong,China,Malaysia,Guangdong Province,Malaysia,River-Sea Transportation,Yes,27845.0,440725,Processing Trade with Imported Materials
2015-01-01,Guangxi Zhuangzuzizhiqu,China,Romania,Guangxi Zhuang Autonomous Region,Romania,River-Sea Transportation,Yes,151079.0,440792,Ordinary Trade
2015-01-01,Guangdong,China,Germany,Guangdong Province,Belgium,River-Sea Transportation,Yes,42910.0,440792,Ordinary Trade
2015-01-01,Zhejiang,China,Bosnia and Herzegovina,Zhejiang Province,Croatia Rep,River-Sea Transportation,Yes,24475.0,440792,Ordinary Trade
2015-01-01,Shanghai,China,Serbia,Shanghai Municipality,Croatia Rep,River-Sea Transportation,Yes,68650.0,440792,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Canada,Jiangsu Province,Canada,River-Sea Transportation,Yes,97156.0,440793,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,68738.0,440795,Processing Trade with Imported Materials
2015-01-01,Fujian,China,United States,Fujian Province,United States,River-Sea Transportation,Yes,531566.0,440795,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,100262.0,440795,Ordinary Trade
2015-01-01,Beijing Shi,China,United States,Beijing Municipality,United States,River-Sea Transportation,Yes,25369.0,440795,Ordinary Trade
2015-01-01,Shanghai,China,Romania,Shanghai Municipality,Romania,River-Sea Transportation,Yes,132514.0,441012,Processing Trade with Imported Materials
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,871153.0,440791,Ordinary Trade
2015-01-01,Shandong,China,United States,Shandong Province,Canada,River-Sea Transportation,Yes,50407.0,440791,Ordinary Trade
2015-01-01,Zhejiang,China,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,19727.0,440791,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,United States,Jiangsu Province,United States,River-Sea Transportation,Yes,263159.0,440791,Ordinary Trade
2015-01-01,Shanghai Shi,China,Canada,Shanghai Municipality,Canada,River-Sea Transportation,Yes,53207.0,440791,Ordinary Trade
2015-01-01,,China,Romania,Liaoning Province,Croatia Rep,River-Sea Transportation,Yes,66356.0,440791,Processing Trade with Imported Materials
2015-01-01,,China,Slovenia,Shandong Province,Slovenia,River-Sea Transportation,Yes,155419.0,440391,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,France,Zhejiang Province,Netherlands,River-Sea Transportation,Yes,35284.0,440391,Ordinary Trade
2015-01-01,,China,France,Zhejiang Province,Belgium,River-Sea Transportation,Yes,22704.0,440391,Ordinary Trade
2015-01-01,Jiangsu,China,United States,Jiangsu Province,United States,River-Sea Transportation,Yes,57248.0,440391,Ordinary Trade
2015-01-01,Jiangsu,China,Denmark,Jiangsu Province,Denmark,River-Sea Transportation,Yes,32884.0,440391,Ordinary Trade
2015-01-01,Shanghai,China,France,Shanghai Municipality,France,River-Sea Transportation,Yes,56554.0,440391,Ordinary Trade
2015-01-01,Heilongjiang Sheng,China,Russia,Heilongjiang Province,Russia,Railway Transportation,Yes,131237.0,440391,Petty Frontier Trade
2015-01-01,Heilongjiang Sheng,China,Russia,Heilongjiang Province,Russia,Railway Transportation,Yes,263855.0,440391,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Liaoning,China,France,Liaoning Province,France,River-Sea Transportation,Yes,61559.0,440391,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Guangdong,China,Slovakia (Slovak Republic),Guangdong Province,Germany,River-Sea Transportation,Yes,51622.0,440392,Ordinary Trade
2015-01-01,Zhejiang,China,Slovakia (Slovak Republic),Zhejiang Province,Netherlands,River-Sea Transportation,Yes,22297.0,440392,Ordinary Trade
2015-01-01,Guangdong,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,40205.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,61405.0,440799,Ordinary Trade
2015-01-01,Shandong,China,United States,Shandong Province,United States,River-Sea Transportation,Yes,96501.0,440799,Processing Trade with Imported Materials
2015-01-01,,China,Germany,Guangdong Province,Germany,Air Transport,Yes,505.0,440799,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Malaysia,Zhejiang Province,Malaysia,River-Sea Transportation,Yes,13928.0,440799,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Ghana,Guangdong Province,Ghana,River-Sea Transportation,Yes,71814.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Lao PDR,Guangdong Province,Lao PDR,River-Sea Transportation,Yes,1501865.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Thailand,Guangdong Province,Thailand,River-Sea Transportation,Yes,89721.0,440799,Ordinary Trade
2015-01-01,Zhejiang,China,Thailand,Zhejiang Province,Thailand,River-Sea Transportation,Yes,223181.0,440799,Ordinary Trade
2015-01-01,Liaoning,China,United States,Liaoning Province,United States,River-Sea Transportation,Yes,97757.0,440799,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Motor Vehicle Transportation,Yes,162202.0,440799,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,Yes,41725.0,440799,Petty Frontier Trade
2015-01-01,Shanghai Shi,China,Australia,Shanghai Municipality,Australia,River-Sea Transportation,Yes,67572.0,440799,Ordinary Trade
2015-01-01,Tianjin,China,United States,Tianjin Municipality,United States,River-Sea Transportation,Yes,214290.0,440799,Ordinary Trade
2015-01-01,Tianjin,China,Thailand,Tianjin Municipality,Malaysia,River-Sea Transportation,Yes,96000.0,440799,Ordinary Trade
2015-01-01,Shandong,China,Indonesia,Shandong Province,Indonesia,River-Sea Transportation,Yes,65208.0,442190,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Indonesia,Zhejiang Province,Indonesia,River-Sea Transportation,Yes,67200.0,442190,Ordinary Trade
2015-01-01,Shanghai Shi,China,Bosnia and Herzegovina,Shanghai Municipality,Czech Republic,River-Sea Transportation,Yes,27668.0,442190,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Shanghai,China,United States,Shanghai Municipality,United States,Air Transport,Yes,989.0,442190,Others
2015-01-01,Guangdong Sheng,China,Finland,Guangdong Province,Finland,River-Sea Transportation,Yes,28445.0,442190,Ordinary Trade
2015-01-01,Beijing,China,Germany,Beijing Municipality,Germany,Air Transport,Yes,8.0,442190,Ordinary Trade
2015-01-01,Beijing Shi,China,China,Beijing Municipality,Germany,Air Transport,Yes,507.0,442190,Others
2015-01-01,Chongqing,China,Denmark,Chongqing  Municipality,Denmark,River-Sea Transportation,Yes,858.0,441520,Ordinary Trade
2015-01-01,Guangdong,China,Taiwan,Guangdong Province,HongKong,River-Sea Transportation,Yes,351.0,441520,Ordinary Trade
2015-01-01,Guangdong,China,Lithuania,Guangdong Province,Lithuania,River-Sea Transportation,Yes,12375.0,440710,Processing Trade with Imported Materials
2015-01-01,Zhejiang,China,Chile,Zhejiang Province,Chile,River-Sea Transportation,Yes,148350.0,440710,Ordinary Trade
2015-01-01,Shandong Sheng,China,United States,Shandong Province,United States,River-Sea Transportation,Yes,64336.0,440710,Ordinary Trade
2015-01-01,Fujian,China,Brazil,Fujian Province,Brazil,River-Sea Transportation,Yes,12091.0,440710,Ordinary Trade
2015-01-01,Heilongjiang Sheng,China,Russia,Heilongjiang Province,Russia,Railway Transportation,Yes,10249.0,440710,Petty Frontier Trade
2015-01-01,,China,Ukraine,Jilin Province,Ukraine,River-Sea Transportation,Yes,10431.0,440710,Ordinary Trade
2015-01-01,Liaoning,China,Sweden,Liaoning Province,Sweden,River-Sea Transportation,Yes,113309.0,440710,Processing Trade with Imported Materials
2015-01-01,Zhejiang Sheng,China,Russia,Zhejiang Province,Russia,River-Sea Transportation,Yes,3857086.0,440710,Ordinary Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,Yes,1181607.0,440710,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Motor Vehicle Transportation,Yes,52970.0,440710,Petty Frontier Trade
2015-01-01,Guangdong,China,Germany,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,80615.0,440890,Processing Trade with Imported Materials
2015-01-01,,China,United Kingdom,Zhejiang Province,United Kingdom,River-Sea Transportation,Yes,32203.0,440890,Ordinary Trade
2015-01-01,Shanghai,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,57744.0,440890,Ordinary Trade
2015-01-01,Guangdong,China,Malaysia,Guangdong Province,Malaysia,River-Sea Transportation,Yes,15906.0,441112,Processing Trade with Imported Materials
2015-01-01,Jiangsu Sheng,China,New Zealand,Jiangsu Province,New Zealand,River-Sea Transportation,Yes,36654.0,441112,Processing Trade with Imported Materials
2015-01-01,Zhejiang,China,Zambia,Zhejiang Province,Zambia,River-Sea Transportation,No,12778.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Panama,Guangdong Province,Panama,River-Sea Transportation,No,48364.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Nigeria,Guangdong Province,Nigeria,River-Sea Transportation,No,295829.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Lao PDR,Guangdong Province,HongKong,River-Sea Transportation,No,67403.0,440399,Ordinary Trade
2015-01-01,Zhejiang,China,Mexico,Zhejiang Province,HongKong,River-Sea Transportation,No,140869.0,440399,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Malaysia,Jiangsu Province,Malaysia,River-Sea Transportation,No,616195.0,440399,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Ghana,Jiangsu Province,Ghana,River-Sea Transportation,No,178434.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Guyana,Guangdong Province,Guyana,River-Sea Transportation,No,96178.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Cameroon,Guangdong Province,Cameroon,River-Sea Transportation,No,373009.0,440399,Ordinary Trade
2015-01-01,Zhejiang,China,Papua New Guinea,Zhejiang Province,Papua New Guinea,River-Sea Transportation,No,6251930.0,440399,Ordinary Trade
2015-01-01,Hunan,China,Guyana,Hunan Province,Guyana,River-Sea Transportation,No,51758.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,Cote D Ivoire,Shanghai Municipality,Cote D Ivoire,River-Sea Transportation,No,119359.0,440399,Ordinary Trade
2015-01-01,Shanghai Shi,China,Japan,Shanghai Municipality,Japan,River-Sea Transportation,No,4470.0,440399,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,234118.0,440399,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,26408.0,440399,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,21757.0,440399,Petty Frontier Trade
2015-01-01,Shanghai,China,Zambia,Shanghai Municipality,Tanzania,River-Sea Transportation,No,55817.0,440399,Ordinary Trade
2015-01-01,Beijing Shi,China,Germany,Beijing Municipality,Germany,Air Transport,Yes,1294.0,441114,Ordinary Trade
2015-01-01,Yunnan Sheng,China,Myanmar,Yunnan Province,Myanmar,Motor Vehicle Transportation,Yes,1397.0,440729,Petty Frontier Trade
2015-01-01,Yunnan,China,Myanmar,Yunnan Province,Myanmar,Motor Vehicle Transportation,Yes,7874.0,440729,Petty Frontier Trade
2015-01-01,Guangdong,China,Taiwan,Guangdong Province,Taiwan,River-Sea Transportation,Yes,4135.0,440729,Ordinary Trade
2015-01-01,Liaoning,China,Gabon,Liaoning Province,Gabon,River-Sea Transportation,Yes,235535.0,440729,Ordinary Trade
2015-01-01,Jiangsu,China,China,Jiangsu Province,United States,Air Transport,Yes,345.0,441299,Others
2015-01-01,Liaoning,China,Germany,Liaoning Province,Germany,River-Sea Transportation,Yes,179578.0,441299,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Guangdong,China,India,Guangdong Province,Germany,River-Sea Transportation,Yes,68.0,441400,Ordinary Trade
2015-01-01,Yunnan,China,Saudi Arabia,Yunnan Province,Saudi Arabia,Air Transport,Yes,29.0,442090,Ordinary Trade
2015-01-01,Shanghai,China,China,Shanghai Municipality,France,Air Transport,Yes,113.0,442090,Ordinary Trade
2015-01-01,Beijing Shi,China,Indonesia,Beijing Municipality,Indonesia,River-Sea Transportation,Yes,470.0,442010,Ordinary Trade
2015-01-01,Liaoning Sheng,China,United States,Liaoning Province,Canada,River-Sea Transportation,Yes,176.0,441192,Others
2015-01-01,Fujian,China,New Zealand,Fujian Province,New Zealand,River-Sea Transportation,No,4562686.0,440320,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,France,Zhejiang Province,Belgium,River-Sea Transportation,No,89756.0,440320,Ordinary Trade
2015-01-01,Fujian Sheng,China,Lithuania,Fujian Province,Lithuania,River-Sea Transportation,No,190629.0,440320,Ordinary Trade
2015-01-01,Fujian,China,Latvia,Fujian Province,Latvia,River-Sea Transportation,No,3682.0,440320,Ordinary Trade
2015-01-01,Jiangsu,China,Lithuania,Jiangsu Province,Lithuania,River-Sea Transportation,No,13565.0,440320,Ordinary Trade
2015-01-01,,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,347950.0,440320,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,265217.0,440320,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,484251.0,440320,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Mongolia,Railway Transportation,No,20386.0,440320,Petty Frontier Trade
2015-01-01,Beijing Shi,China,Italy,Beijing Municipality,Italy,Air Transport,Yes,1561.0,440929,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Taiwan,Zhejiang Province,Singapore,River-Sea Transportation,Yes,441.0,441900,Ordinary Trade
2015-01-01,Shanghai Shi,China,Romania,Shanghai Municipality,Germany,Air Transport,Yes,1617.0,441900,Ordinary Trade
2015-01-01,Shanghai Shi,China,Indonesia,Shanghai Municipality,Japan,River-Sea Transportation,Yes,325.0,441900,Ordinary Trade
2015-01-01,Shanghai,China,Taiwan,Shanghai Municipality,Taiwan,River-Sea Transportation,Yes,244.0,441900,Ordinary Trade
2015-01-01,Beijing,China,China,Beijing Municipality,HongKong,Air Transport,Yes,454.0,441900,duty free goods
2015-01-01,Guangdong,China,Belgium,Guangdong Province,Belgium,Air Transport,Yes,1018.0,441113,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Spain,Zhejiang Province,Spain,River-Sea Transportation,Yes,122.0,441600,Others
2015-01-01,Beijing,China,United States,Beijing Municipality,United States,Air Transport,Yes,525.0,441810,Ordinary Trade
2015-01-01,Shandong Sheng,China,Belgium,Shandong Province,Belgium,River-Sea Transportation,Yes,141570.0,441890,Ordinary Trade
2015-01-01,Shanghai Shi,China,Japan,Shanghai Municipality,Japan,Air Transport,Yes,542.0,441890,Ordinary Trade
2015-01-01,Beijing,China,Estonia,Beijing Municipality,Estonia,River-Sea Transportation,Yes,88681.0,441294,Ordinary Trade
2015-01-01,Sichuan,China,HongKong,Sichuan Province,HongKong,River-Sea Transportation,Yes,390.0,940161,Ordinary Trade
2015-01-01,Shandong,China,Italy,Shandong Province,Italy,River-Sea Transportation,Yes,7028.0,940161,Ordinary Trade
2015-01-01,Fujian,China,Taiwan,Fujian Province,Taiwan,River-Sea Transportation,Yes,338.0,940161,Others
2015-01-01,Jiangsu,China,Belgium,Jiangsu Province,Belgium,River-Sea Transportation,Yes,39023.0,940161,Ordinary Trade
2015-01-01,Shanghai Shi,China,France,Shanghai Municipality,France,River-Sea Transportation,Yes,74361.0,940161,Ordinary Trade
2015-01-01,Guangdong,China,India,Guangdong Province,India,River-Sea Transportation,Yes,9490.0,940161,Ordinary Trade
2015-01-01,Beijing,China,India,Beijing Municipality,India,River-Sea Transportation,Yes,879.0,940161,Ordinary Trade
2015-01-01,Guangdong,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,1745.0,940360,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Vietnam,Guangdong Province,Vietnam,River-Sea Transportation,Yes,6692.0,940360,Ordinary Trade
2015-01-01,Sichuan Sheng,China,Italy,Sichuan Province,France,River-Sea Transportation,Yes,8731.0,940360,Ordinary Trade
